id,phonological_system,category,sound,initial,final,vowel,tone,tone_number,tone_name,character,word,phrase,jyutping,romanization,audio_path,audio_url,source_url,source_page,source_id,original_filename,audio_format,codec,duration_seconds,sample_rate,channels,file_size_bytes,sha256,recording_variant,language,activity,book_id,book_title,variant_label,notes
SA-00011,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_word_001.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-1.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-1.mp3,https://app.speakalongcuhk.com/tc/scontent/b/word,sound:b:word:1,2-1.mp3,mp3,.mp3,1.854694,44100,2,44145,15ee910c10f2a7932800d41ffdf4481c2ceb984ea392f6b55473f5af7ddde299,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00012,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_word_002.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-2.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-2.mp3,https://app.speakalongcuhk.com/tc/scontent/b/word,sound:b:word:2,2-2.mp3,mp3,.mp3,1.436735,44100,2,34544,275d45ff21aeffe30c42acb3579735f46727f9e7067b3cf882ed205fc83db6b2,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00013,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_word_003.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-3.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-3.mp3,https://app.speakalongcuhk.com/tc/scontent/b/word,sound:b:word:3,2-3.mp3,mp3,.mp3,1.593469,44100,2,36373,e36d3a621bd920763480cacd70b8176e653210712b41e01f65918960b4556b20,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00014,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_word_004.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-4.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-4.mp3,https://app.speakalongcuhk.com/tc/scontent/b/word,sound:b:word:4,2-4.mp3,mp3,.mp3,1.671837,44100,2,43159,659f0e2848c7378dc2c70bdb4a5698f380479b0247bdb15aa1ef76edc34e4278,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00015,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_word_005.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-5.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-5.mp3,https://app.speakalongcuhk.com/tc/scontent/b/word,sound:b:word:5,2-5.mp3,mp3,.mp3,1.149388,44100,2,29328,f4cd4820ac1cd5d299563e6ef1835ea2ad72fc37d196d0ba02db91dc99a0e9b6,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00016,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_word_006.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-6.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-6.mp3,https://app.speakalongcuhk.com/tc/scontent/b/word,sound:b:word:6,2-6.mp3,mp3,.mp3,1.28,44100,2,36899,03585b9c5f2d1b7ce25516143ddeee95a13f940b9350b0302f944c15d4fdbbc6,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00017,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_word_007.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-7.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-7.mp3,https://app.speakalongcuhk.com/tc/scontent/b/word,sound:b:word:7,2-7.mp3,mp3,.mp3,1.750204,44100,2,46968,10dc359d79b27a60414991ba103f96158f2984bc0ce0ecca3155f5ff8ee56bd8,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00018,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_word_008.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-8.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-8.mp3,https://app.speakalongcuhk.com/tc/scontent/b/word,sound:b:word:8,2-8.mp3,mp3,.mp3,2.037551,44100,2,50199,d26d9f0acdb9db8969ee439e10d5bca6b93b884015674e99134b8932b7336d34,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00019,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_word_009.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-9.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-9.mp3,https://app.speakalongcuhk.com/tc/scontent/b/word,sound:b:word:9,2-9.mp3,mp3,.mp3,1.48898,44100,2,36634,b4e92785373c10b6d26e66a159b5c4366db6473261237d71a27334523d442107,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00020,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_word_010.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-10.mp3,https://app.speakalongcuhk.com/assets/voices/b/2-10.mp3,https://app.speakalongcuhk.com/tc/scontent/b/word,sound:b:word:10,2-10.mp3,mp3,.mp3,1.593469,44100,2,40705,95b53d63b9106b16f0368b9ca7b851d3befbd30ef3382632c4166300b470762a,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00021,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_sentence_001.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-1.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-1.mp3,https://app.speakalongcuhk.com/tc/scontent/b/sentence,sound:b:sentence:1,4-1.mp3,mp3,.mp3,3.474286,44100,2,88612,e1d95080e93926b45dbc246a392e065f753cf6c3d3379674cdf145d613720980,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00022,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_sentence_002.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-2.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-2.mp3,https://app.speakalongcuhk.com/tc/scontent/b/sentence,sound:b:sentence:2,4-2.mp3,mp3,.mp3,2.742857,44100,2,73277,95c1d575d861ca9cf11a9e82fc37bc2e54ebffb6da09cc0550662557fea1e1a7,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00023,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_sentence_003.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-3.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-3.mp3,https://app.speakalongcuhk.com/tc/scontent/b/sentence,sound:b:sentence:3,4-3.mp3,mp3,.mp3,2.063673,44100,2,55010,31b4fb28acc4d12873bf1665cc7d3d619079b7191835916455a198f571f4579c,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00024,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_sentence_004.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-4.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-4.mp3,https://app.speakalongcuhk.com/tc/scontent/b/sentence,sound:b:sentence:4,4-4.mp3,mp3,.mp3,3.63102,44100,2,91899,cee2a27ac16229ee2c3488ec90fcab5f056643839ffe402032313809b18e88f9,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00025,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_sentence_005.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-5.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-5.mp3,https://app.speakalongcuhk.com/tc/scontent/b/sentence,sound:b:sentence:5,4-5.mp3,mp3,.mp3,3.604898,44100,2,93940,bcc1a8683a5c33ad893ae6335166653ccf0a2db6ebf7ba057f0ae575613d3fe4,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00026,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_sentence_006.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-6.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-6.mp3,https://app.speakalongcuhk.com/tc/scontent/b/sentence,sound:b:sentence:6,4-6.mp3,mp3,.mp3,3.448163,44100,2,89452,d6e2a186b82595f64b4bcfc3c76650ec828b7b9253f0167f2fb4f514e162989f,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00027,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_sentence_007.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-7.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-7.mp3,https://app.speakalongcuhk.com/tc/scontent/b/sentence,sound:b:sentence:7,4-7.mp3,mp3,.mp3,3.213061,44100,2,82035,f14ae507390a4c7c874f54a46a4aa8a869e7c7b8090791ffe3161786cfaf2275,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00028,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_sentence_008.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-8.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-8.mp3,https://app.speakalongcuhk.com/tc/scontent/b/sentence,sound:b:sentence:8,4-8.mp3,mp3,.mp3,4.231837,44100,2,104896,5856043e5cd6b81faae6572d391177c4f5b2376c91267e18cf2493c1a6c05e9a,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00029,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_sentence_009.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-9.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-9.mp3,https://app.speakalongcuhk.com/tc/scontent/b/sentence,sound:b:sentence:9,4-9.mp3,mp3,.mp3,4.362449,44100,2,115130,0a5cc2cb98284e6b141d072e05f913c18946fd804b1ec1632f019e237bd462d8,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00030,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_sentence_010.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-10.mp3,https://app.speakalongcuhk.com/assets/voices/b/4-10.mp3,https://app.speakalongcuhk.com/tc/scontent/b/sentence,sound:b:sentence:10,4-10.mp3,mp3,.mp3,5.172245,44100,2,134027,7897f77909ed89c7f7449a9ae5cb4fe79d4ee9288f06290c2e4ef93c05542a3e,1,yue-Hant,sentence,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00031,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_story_001.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-1.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-1.mp3,https://app.speakalongcuhk.com/tc/scontent/b/story,sound:b:story:1,5-1.mp3,mp3,.mp3,1.227755,44100,2,27969,7a845cbc0d96597e5c49bcfc1c4a2af7c261a7b026ddcd1443507396d01f5064,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00032,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_story_002.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-2.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-2.mp3,https://app.speakalongcuhk.com/tc/scontent/b/story,sound:b:story:2,5-2.mp3,mp3,.mp3,3.970612,44100,2,105731,b03be3fdc368a420c13cc2cc9ac56a5f30481562a9032bdbea53a6809b4c8dcf,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00033,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_story_003.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-3.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-3.mp3,https://app.speakalongcuhk.com/tc/scontent/b/story,sound:b:story:3,5-3.mp3,mp3,.mp3,6.556735,44100,2,158446,4094b77f0c929fc0203bbdc7990be8fca497ec810070285dfcf555d3454ed69b,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00034,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_story_004.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-4.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-4.mp3,https://app.speakalongcuhk.com/tc/scontent/b/story,sound:b:story:4,5-4.mp3,mp3,.mp3,6.269388,44100,2,161991,20c6640a0821bf02b60981d41329fb106859e7135afe9493214ebcb96c681941,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00035,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_story_005.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-5.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-5.mp3,https://app.speakalongcuhk.com/tc/scontent/b/story,sound:b:story:5,5-5.mp3,mp3,.mp3,4.728163,44100,2,117841,57317e054e08960c08fe22d927d03346f3ddfe90fe3079a23f740b395e3f31af,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00036,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_story_006.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-6.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-6.mp3,https://app.speakalongcuhk.com/tc/scontent/b/story,sound:b:story:6,5-6.mp3,mp3,.mp3,6.269388,44100,2,164598,4a79ca7adc2bd1a533157c12500527b5008b2674289a29ecdffd9dfd4470c3de,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00037,輔音,輔音,b,b,,,,,,,,,,,audio/consonants/b/b_story_007.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-7.mp3,https://app.speakalongcuhk.com/assets/voices/b/5-7.mp3,https://app.speakalongcuhk.com/tc/scontent/b/story,sound:b:story:7,5-7.mp3,mp3,.mp3,2.246531,44100,2,57824,7c1822606ebe5c73cbea07cb534eaf7d1b28900e11ddb30ad81447bfd0c08a8e,1,yue-Hant,story,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00038,輔音,輔音,d,d,,,,,,碟,,,,,audio/consonants/d/d_001.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-1.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-1.mp3,https://app.speakalongcuhk.com/tc/scontent/d/single,sound:d:single:1,1-1.mp3,mp3,.mp3,1.07102,44100,2,19198,014404658059d7d22ae185219012b8ec204d58eba59abbd70ea2baf5ea03efbb,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00039,輔音,輔音,d,d,,,,,,多,,,,,audio/consonants/d/d_002.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-2.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-2.mp3,https://app.speakalongcuhk.com/tc/scontent/d/single,sound:d:single:2,1-2.mp3,mp3,.mp3,1.07102,44100,2,23950,6f6d88644392dfd4a06b1ab118bea87c42e7ba5a7b8d8a410e2094ed087c8c2f,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00040,輔音,輔音,d,d,,,,,,蛋,,,,,audio/consonants/d/d_003.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-3.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-3.mp3,https://app.speakalongcuhk.com/tc/scontent/d/single,sound:d:single:3,1-3.mp3,mp3,.mp3,1.07102,44100,2,25257,99f1cc5657b93c56ec96377045bbc86971daa51cc71bcbd304cd7ab90704bc8f,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00041,輔音,輔音,d,d,,,,,,豆,,,,,audio/consonants/d/d_004.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-4.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-4.mp3,https://app.speakalongcuhk.com/tc/scontent/d/single,sound:d:single:4,1-4.mp3,mp3,.mp3,1.07102,44100,2,21549,d0ee557bd0c8bee2bdfcb2af1274f9366cf519f56f8060a2461d5a0afbae9cac,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00042,輔音,輔音,d,d,,,,,,大,,,,,audio/consonants/d/d_005.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-5.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-5.mp3,https://app.speakalongcuhk.com/tc/scontent/d/single,sound:d:single:5,1-5.mp3,mp3,.mp3,1.07102,44100,2,25465,62824434bacfbc5924ead28be9771e0adb80fccd9fd4741c16fe96d476dd2ea7,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00043,輔音,輔音,d,d,,,,,,彈,,,,,audio/consonants/d/d_006.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-6.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-6.mp3,https://app.speakalongcuhk.com/tc/scontent/d/single,sound:d:single:6,1-6.mp3,mp3,.mp3,1.149388,44100,2,26509,e1d3534b61083382bae2c80e972b61c4f46849a186ff00efc816baa444bfb18b,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00044,輔音,輔音,d,d,,,,,,笛,,,,,audio/consonants/d/d_007.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-7.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-7.mp3,https://app.speakalongcuhk.com/tc/scontent/d/single,sound:d:single:7,1-7.mp3,mp3,.mp3,1.07102,44100,2,20033,7cac87d343c663e57a259afde78faeb83c214513663610d59a57eed70d74016d,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00045,輔音,輔音,d,d,,,,,,袋,,,,,audio/consonants/d/d_008.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-8.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-8.mp3,https://app.speakalongcuhk.com/tc/scontent/d/single,sound:d:single:8,1-8.mp3,mp3,.mp3,1.07102,44100,2,24474,7a9244c9f417041399d97b12bb001b857d0d02799dc45fb4ca13ca2c76553732,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00046,輔音,輔音,d,d,,,,,,刀,,,,,audio/consonants/d/d_009.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-9.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-9.mp3,https://app.speakalongcuhk.com/tc/scontent/d/single,sound:d:single:9,1-9.mp3,mp3,.mp3,1.07102,44100,2,26090,8a383a87f8bb1f4a1f00ad3d4d6f1dc0bdfb77e0bfe93629bbd2e09ae42133f4,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00047,輔音,輔音,d,d,,,,,,跌,,,,,audio/consonants/d/d_010.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-10.mp3,https://app.speakalongcuhk.com/assets/voices/d/1-10.mp3,https://app.speakalongcuhk.com/tc/scontent/d/single,sound:d:single:10,1-10.mp3,mp3,.mp3,1.07102,44100,2,14864,0881e70ccc3d5228df14d53b81c135f757dd4ef48a25907a25bed3318fa4b082,1,yue-Hant,single,,,,Lexical label is human-curated from source artwork/category; it is not textual metadata supplied by the site.
SA-00048,輔音,輔音,d,d,,,,,,,,,,,audio/consonants/d/d_word_001.mp3,https://app.speakalongcuhk.com/assets/voices/d/2-1.mp3,https://app.speakalongcuhk.com/assets/voices/d/2-1.mp3,https://app.speakalongcuhk.com/tc/scontent/d/word,sound:d:word:1,2-1.mp3,mp3,.mp3,1.28,44100,2,31202,d75e527eb5cf95e864fe4d913b9c04e227c224d2303b9c0d1e634e619b8ca701,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00049,輔音,輔音,d,d,,,,,,,,,,,audio/consonants/d/d_word_002.mp3,https://app.speakalongcuhk.com/assets/voices/d/2-2.mp3,https://app.speakalongcuhk.com/assets/voices/d/2-2.mp3,https://app.speakalongcuhk.com/tc/scontent/d/word,sound:d:word:2,2-2.mp3,mp3,.mp3,1.541224,44100,2,40811,f062215bde108de726559f51bc27d83de9a5e1a7be7c437d2271c83bed716685,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
SA-00050,輔音,輔音,d,d,,,,,,,,,,,audio/consonants/d/d_word_003.mp3,https://app.speakalongcuhk.com/assets/voices/d/2-3.mp3,https://app.speakalongcuhk.com/assets/voices/d/2-3.mp3,https://app.speakalongcuhk.com/tc/scontent/d/word,sound:d:word:3,2-3.mp3,mp3,.mp3,1.515102,44100,2,39872,ca6c9eb7ab5106a7faaf753562631146c554d5ab7c9fc487f6e6d53e8bf32741,1,yue-Hant,word,,,,The site supplies no machine-readable lexical/Jyutping/tone text for this item; fields remain empty rather than inferred.
